Date,CountryRegion,ProvinceState,CumulativeConfirmed,DailyConfirmed,CumulativeDeaths,DailyDeaths
2/13/2020,China,Hong Kong,53,3,1,0
2/14/2020,China,Hong Kong,56,3,1,0
2/15/2020,China,Hong Kong,56,0,1,0
2/16/2020,China,Hong Kong,57,1,1,0
2/17/2020,China,Hong Kong,60,3,1,0
2/18/2020,China,Hong Kong,62,2,1,0
2/19/2020,China,Hong Kong,63,1,2,1
2/20/2020,China,Hong Kong,68,5,2,0
2/21/2020,China,Hong Kong,68,0,2,0
2/22/2020,China,Hong Kong,69,1,2,0
2/23/2020,China,Hong Kong,74,5,2,0
2/24/2020,China,Hong Kong,79,5,2,0
2/25/2020,China,Hong Kong,84,5,2,0
2/26/2020,China,Hong Kong,91,7,2,0
2/27/2020,China,Hong Kong,92,1,2,0
2/28/2020,China,Hong Kong,94,2,2,0
2/29/2020,China,Hong Kong,95,1,2,0
3/1/2020,China,Hong Kong,96,1,2,0
3/2/2020,China,Hong Kong,100,4,2,0
3/3/2020,China,Hong Kong,100,0,2,0
3/4/2020,China,Hong Kong,105,5,2,0
3/5/2020,China,Hong Kong,105,0,2,0
3/6/2020,China,Hong Kong,107,2,2,0
3/7/2020,China,Hong Kong,108,1,2,0
3/8/2020,China,Hong Kong,114,6,3,1
3/9/2020,China,Hong Kong,115,1,3,0
3/10/2020,China,Hong Kong,120,5,3,0
3/11/2020,China,Hong Kong,126,6,3,0
3/12/2020,China,Hong Kong,129,3,3,0
3/13/2020,China,Hong Kong,134,5,4,1
3/14/2020,China,Hong Kong,140,6,4,0
3/15/2020,China,Hong Kong,145,5,4,0
3/16/2020,China,Hong Kong,155,10,4,0
3/17/2020,China,Hong Kong,162,7,4,0
3/18/2020,China,Hong Kong,181,19,4,0
3/19/2020,China,Hong Kong,208,27,4,0
3/20/2020,China,Hong Kong,256,48,4,0
3/21/2020,China,Hong Kong,273,17,4,0
3/22/2020,China,Hong Kong,317,44,4,0
3/23/2020,China,Hong Kong,356,39,4,0
3/24/2020,China,Hong Kong,386,30,4,0
3/25/2020,China,Hong Kong,410,24,4,0
3/26/2020,China,Hong Kong,453,43,4,0
1/22/2020,China,Hubei,444,444,17,17
1/23/2020,China,Hubei,444,0,17,0
1/24/2020,China,Hubei,549,105,24,7
1/25/2020,China,Hubei,761,212,40,16
1/26/2020,China,Hubei,1058,297,52,12
1/27/2020,China,Hubei,1423,365,76,24
1/28/2020,China,Hubei,3554,2131,125,49
1/29/2020,China,Hubei,3554,0,125,0
1/30/2020,China,Hubei,4903,1349,162,37
1/31/2020,China,Hubei,5806,903,204,42
2/1/2020,China,Hubei,7153,1347,249,45
2/2/2020,China,Hubei,11177,4024,350,101
2/3/2020,China,Hubei,13522,2345,414,64
2/4/2020,China,Hubei,16678,3156,479,65
2/5/2020,China,Hubei,19665,2987,549,70
2/6/2020,China,Hubei,22112,2447,618,69
2/7/2020,China,Hubei,24953,2841,699,81
2/8/2020,China,Hubei,27100,2147,780,81
2/9/2020,China,Hubei,29631,2531,871,91
2/10/2020,China,Hubei,31728,2097,974,103
2/11/2020,China,Hubei,33366,1638,1068,94
2/12/2020,China,Hubei,33366,0,1068,0
2/13/2020,China,Hubei,48206,14840,1310,242
2/14/2020,China,Hubei,54406,6200,1457,147
2/15/2020,China,Hubei,56249,1843,1596,139
2/16/2020,China,Hubei,58182,1933,1696,100
2/17/2020,China,Hubei,59989,1807,1789,93
2/18/2020,China,Hubei,61682,1693,1921,132
2/19/2020,China,Hubei,62031,349,2029,108
2/20/2020,China,Hubei,62442,411,2144,115
2/21/2020,China,Hubei,62662,220,2144,0
2/22/2020,China,Hubei,64084,1422,2346,202
2/23/2020,China,Hubei,64084,0,2346,0
2/24/2020,China,Hubei,64287,203,2495,149
2/25/2020,China,Hubei,64786,499,2563,68
2/26/2020,China,Hubei,65187,401,2615,52
2/27/2020,China,Hubei,65596,409,2641,26
2/28/2020,China,Hubei,65914,318,2682,41
2/29/2020,China,Hubei,66337,423,2727,45
3/1/2020,China,Hubei,66907,570,2761,34
3/2/2020,China,Hubei,67103,196,2803,42
3/3/2020,China,Hubei,67217,114,2835,32
3/4/2020,China,Hubei,67332,115,2871,36
3/5/2020,China,Hubei,67466,134,2902,31
3/6/2020,China,Hubei,67592,126,2931,29
3/7/2020,China,Hubei,67666,74,2959,28
3/8/2020,China,Hubei,67707,41,2986,27
3/9/2020,China,Hubei,67743,36,3008,22
3/10/2020,China,Hubei,67760,17,3024,16
3/11/2020,China,Hubei,67773,13,3046,22
3/12/2020,China,Hubei,67781,8,3056,10
3/13/2020,China,Hubei,67786,5,3062,6
3/14/2020,China,Hubei,67790,4,3075,13
3/15/2020,China,Hubei,67794,4,3085,10
3/16/2020,China,Hubei,67798,4,3099,14
3/17/2020,China,Hubei,67799,1,3111,12
3/18/2020,China,Hubei,67800,1,3122,11
3/19/2020,China,Hubei,67800,0,3130,8
3/20/2020,China,Hubei,67800,0,3133,3
3/21/2020,China,Hubei,67800,0,3139,6
3/22/2020,China,Hubei,67800,0,3144,5
3/23/2020,China,Hubei,67800,0,3153,9
3/24/2020,China,Hubei,67801,1,3160,7
3/25/2020,China,Hubei,67801,0,3163,3
3/26/2020,China,Hubei,67801,0,3169,6
1/22/2020,China,Hunan,4,4,0,0
1/23/2020,China,Hunan,9,5,0,0
1/24/2020,China,Hunan,24,15,0,0
1/25/2020,China,Hunan,43,19,0,0
1/26/2020,China,Hunan,69,26,0,0
1/27/2020,China,Hunan,100,31,0,0
1/28/2020,China,Hunan,143,43,0,0
1/29/2020,China,Hunan,221,78,0,0
1/30/2020,China,Hunan,277,56,0,0
1/31/2020,China,Hunan,332,55,0,0
2/1/2020,China,Hunan,389,57,0,0
2/2/2020,China,Hunan,463,74,0,0
2/3/2020,China,Hunan,521,58,0,0
2/4/2020,China,Hunan,593,72,0,0
2/5/2020,China,Hunan,661,68,0,0
2/6/2020,China,Hunan,711,50,0,0
2/7/2020,China,Hunan,772,61,0,0
2/8/2020,China,Hunan,803,31,1,1
2/9/2020,China,Hunan,838,35,1,0
2/10/2020,China,Hunan,879,41,1,0
2/11/2020,China,Hunan,912,33,1,0
2/12/2020,China,Hunan,946,34,2,1
2/13/2020,China,Hunan,968,22,2,0
2/14/2020,China,Hunan,988,20,2,0
2/15/2020,China,Hunan,1001,13,2,0
2/16/2020,China,Hunan,1004,3,3,1
2/17/2020,China,Hunan,1006,2,3,0
2/18/2020,China,Hunan,1007,1,4,1
2/19/2020,China,Hunan,1008,1,4,0
2/20/2020,China,Hunan,1010,2,4,0
2/21/2020,China,Hunan,1011,1,4,0
2/22/2020,China,Hunan,1013,2,4,0
2/23/2020,China,Hunan,1016,3,4,0
2/24/2020,China,Hunan,1016,0,4,0
2/25/2020,China,Hunan,1016,0,4,0
2/26/2020,China,Hunan,1016,0,4,0
2/27/2020,China,Hunan,1017,1,4,0
2/28/2020,China,Hunan,1017,0,4,0
2/29/2020,China,Hunan,1018,1,4,0
3/1/2020,China,Hunan,1018,0,4,0
3/2/2020,China,Hunan,1018,0,4,0
3/3/2020,China,Hunan,1018,0,4,0
3/4/2020,China,Hunan,1018,0,4,0
3/5/2020,China,Hunan,1018,0,4,0
3/6/2020,China,Hunan,1018,0,4,0
3/7/2020,China,Hunan,1018,0,4,0
3/8/2020,China,Hunan,1018,0,4,0
3/9/2020,China,Hunan,1018,0,4,0
3/10/2020,China,Hunan,1018,0,4,0
3/11/2020,China,Hunan,1018,0,4,0
3/12/2020,China,Hunan,1018,0,4,0
3/13/2020,China,Hunan,1018,0,4,0
3/14/2020,China,Hunan,1018,0,4,0
3/15/2020,China,Hunan,1018,0,4,0
3/16/2020,China,Hunan,1018,0,4,0
3/17/2020,China,Hunan,1018,0,4,0
3/18/2020,China,Hunan,1018,0,4,0
3/19/2020,China,Hunan,1018,0,4,0
3/20/2020,China,Hunan,1018,0,4,0
3/21/2020,China,Hunan,1018,0,4,0
3/22/2020,China,Hunan,1018,0,4,0
3/23/2020,China,Hunan,1018,0,4,0
3/24/2020,China,Hunan,1018,0,4,0
3/25/2020,China,Hunan,1018,0,4,0
3/26/2020,China,Hunan,1018,0,4,0
1/22/2020,China,Inner Mongolia,0,0,0,0
1/23/2020,China,Inner Mongolia,0,0,0,0
1/24/2020,China,Inner Mongolia,1,1,0,0
1/25/2020,China,Inner Mongolia,7,6,0,0
1/26/2020,China,Inner Mongolia,7,0,0,0
1/27/2020,China,Inner Mongolia,11,4,0,0
1/28/2020,China,Inner Mongolia,15,4,0,0
1/29/2020,China,Inner Mongolia,16,1,0,0
1/30/2020,China,Inner Mongolia,19,3,0,0
1/31/2020,China,Inner Mongolia,20,1,0,0
2/1/2020,China,Inner Mongolia,23,3,0,0
2/2/2020,China,Inner Mongolia,27,4,0,0
2/3/2020,China,Inner Mongolia,34,7,0,0
2/4/2020,China,Inner Mongolia,35,1,0,0
2/5/2020,China,Inner Mongolia,42,7,0,0
2/6/2020,China,Inner Mongolia,46,4,0,0
2/7/2020,China,Inner Mongolia,50,4,0,0
2/8/2020,China,Inner Mongolia,52,2,0,0
2/9/2020,China,Inner Mongolia,54,2,0,0
2/10/2020,China,Inner Mongolia,58,4,0,0
2/11/2020,China,Inner Mongolia,58,0,0,0
2/12/2020,China,Inner Mongolia,60,2,0,0
2/13/2020,China,Inner Mongolia,61,1,0,0
2/14/2020,China,Inner Mongolia,65,4,0,0
2/15/2020,China,Inner Mongolia,68,3,0,0
2/16/2020,China,Inner Mongolia,70,2,0,0
2/17/2020,China,Inner Mongolia,72,2,0,0
2/18/2020,China,Inner Mongolia,73,1,0,0
2/19/2020,China,Inner Mongolia,75,2,0,0
2/20/2020,China,Inner Mongolia,75,0,0,0
2/21/2020,China,Inner Mongolia,75,0,0,0
2/22/2020,China,Inner Mongolia,75,0,0,0
2/23/2020,China,Inner Mongolia,75,0,0,0
2/24/2020,China,Inner Mongolia,75,0,0,0
2/25/2020,China,Inner Mongolia,75,0,0,0
2/26/2020,China,Inner Mongolia,75,0,0,0
2/27/2020,China,Inner Mongolia,75,0,0,0
2/28/2020,China,Inner Mongolia,75,0,0,0
2/29/2020,China,Inner Mongolia,75,0,0,0
3/1/2020,China,Inner Mongolia,75,0,0,0
3/2/2020,China,Inner Mongolia,75,0,0,0
3/3/2020,China,Inner Mongolia,75,0,1,1
3/4/2020,China,Inner Mongolia,75,0,1,0
3/5/2020,China,Inner Mongolia,75,0,1,0
3/6/2020,China,Inner Mongolia,75,0,1,0
3/7/2020,China,Inner Mongolia,75,0,1,0
3/8/2020,China,Inner Mongolia,75,0,1,0
3/9/2020,China,Inner Mongolia,75,0,1,0
3/10/2020,China,Inner Mongolia,75,0,1,0
3/11/2020,China,Inner Mongolia,75,0,1,0
3/12/2020,China,Inner Mongolia,75,0,1,0
3/13/2020,China,Inner Mongolia,75,0,1,0
3/14/2020,China,Inner Mongolia,75,0,1,0
3/15/2020,China,Inner Mongolia,75,0,1,0
3/16/2020,China,Inner Mongolia,75,0,1,0
3/17/2020,China,Inner Mongolia,75,0,1,0
3/18/2020,China,Inner Mongolia,75,0,1,0
3/19/2020,China,Inner Mongolia,75,0,1,0
3/20/2020,China,Inner Mongolia,75,0,1,0
3/21/2020,China,Inner Mongolia,75,0,1,0
3/22/2020,China,Inner Mongolia,75,0,1,0
3/23/2020,China,Inner Mongolia,75,0,1,0
3/24/2020,China,Inner Mongolia,75,0,1,0
3/25/2020,China,Inner Mongolia,77,2,1,0
3/26/2020,China,Inner Mongolia,89,12,1,0
1/22/2020,China,Jiangsu,1,1,0,0
1/23/2020,China,Jiangsu,5,4,0,0
1/24/2020,China,Jiangsu,9,4,0,0
1/25/2020,China,Jiangsu,18,9,0,0
1/26/2020,China,Jiangsu,33,15,0,0
1/27/2020,China,Jiangsu,47,14,0,0
1/28/2020,China,Jiangsu,70,23,0,0
1/29/2020,China,Jiangsu,99,29,0,0
1/30/2020,China,Jiangsu,129,30,0,0
1/31/2020,China,Jiangsu,168,39,0,0
2/1/2020,China,Jiangsu,202,34,0,0
2/2/2020,China,Jiangsu,236,34,0,0
2/3/2020,China,Jiangsu,271,35,0,0
2/4/2020,China,Jiangsu,308,37,0,0
2/5/2020,China,Jiangsu,341,33,0,0
2/6/2020,China,Jiangsu,373,32,0,0
2/7/2020,China,Jiangsu,408,35,0,0
2/8/2020,China,Jiangsu,439,31,0,0
2/9/2020,China,Jiangsu,468,29,0,0
2/10/2020,China,Jiangsu,492,24,0,0
2/11/2020,China,Jiangsu,515,23,0,0
2/12/2020,China,Jiangsu,543,28,0,0
2/13/2020,China,Jiangsu,570,27,0,0
2/14/2020,China,Jiangsu,593,23,0,0
2/15/2020,China,Jiangsu,604,11,0,0
2/16/2020,China,Jiangsu,617,13,0,0
2/17/2020,China,Jiangsu,626,9,0,0
2/18/2020,China,Jiangsu,629,3,0,0
2/19/2020,China,Jiangsu,631,2,0,0
2/20/2020,China,Jiangsu,631,0,0,0
2/21/2020,China,Jiangsu,631,0,0,0
2/22/2020,China,Jiangsu,631,0,0,0
2/23/2020,China,Jiangsu,631,0,0,0
2/24/2020,China,Jiangsu,631,0,0,0
2/25/2020,China,Jiangsu,631,0,0,0
2/26/2020,China,Jiangsu,631,0,0,0
2/27/2020,China,Jiangsu,631,0,0,0
2/28/2020,China,Jiangsu,631,0,0,0
2/29/2020,China,Jiangsu,631,0,0,0
3/1/2020,China,Jiangsu,631,0,0,0
3/2/2020,China,Jiangsu,631,0,0,0
3/3/2020,China,Jiangsu,631,0,0,0
3/4/2020,China,Jiangsu,631,0,0,0
3/5/2020,China,Jiangsu,631,0,0,0
3/6/2020,China,Jiangsu,631,0,0,0
3/7/2020,China,Jiangsu,631,0,0,0
3/8/2020,China,Jiangsu,631,0,0,0
3/9/2020,China,Jiangsu,631,0,0,0
3/10/2020,China,Jiangsu,631,0,0,0
3/11/2020,China,Jiangsu,631,0,0,0
3/12/2020,China,Jiangsu,631,0,0,0
3/13/2020,China,Jiangsu,631,0,0,0
3/14/2020,China,Jiangsu,631,0,0,0
3/15/2020,China,Jiangsu,631,0,0,0
3/16/2020,China,Jiangsu,631,0,0,0
3/17/2020,China,Jiangsu,631,0,0,0
3/18/2020,China,Jiangsu,631,0,0,0
3/19/2020,China,Jiangsu,631,0,0,0
3/20/2020,China,Jiangsu,631,0,0,0
3/21/2020,China,Jiangsu,631,0,0,0
3/22/2020,China,Jiangsu,633,2,0,0
3/23/2020,China,Jiangsu,633,0,0,0
3/24/2020,China,Jiangsu,636,3,0,0
3/25/2020,China,Jiangsu,638,2,0,0
3/26/2020,China,Jiangsu,640,2,0,0
1/22/2020,China,Jiangxi,2,2,0,0
1/23/2020,China,Jiangxi,7,5,0,0
1/24/2020,China,Jiangxi,18,11,0,0
1/25/2020,China,Jiangxi,18,0,0,0
1/26/2020,China,Jiangxi,36,18,0,0
1/27/2020,China,Jiangxi,72,36,0,0
1/28/2020,China,Jiangxi,109,37,0,0
1/29/2020,China,Jiangxi,109,0,0,0
1/30/2020,China,Jiangxi,162,53,0,0
1/31/2020,China,Jiangxi,240,78,0,0
2/1/2020,China,Jiangxi,286,46,0,0
2/2/2020,China,Jiangxi,333,47,0,0
2/3/2020,China,Jiangxi,391,58,0,0
2/4/2020,China,Jiangxi,476,85,0,0
2/5/2020,China,Jiangxi,548,72,0,0
2/6/2020,China,Jiangxi,600,52,0,0
2/7/2020,China,Jiangxi,661,61,0,0
2/8/2020,China,Jiangxi,698,37,0,0
2/9/2020,China,Jiangxi,740,42,0,0
2/10/2020,China,Jiangxi,771,31,1,1
2/11/2020,China,Jiangxi,804,33,1,0
2/12/2020,China,Jiangxi,844,40,1,0
2/13/2020,China,Jiangxi,872,28,1,0
2/14/2020,China,Jiangxi,900,28,1,0
2/15/2020,China,Jiangxi,913,13,1,0
2/16/2020,China,Jiangxi,925,12,1,0
2/17/2020,China,Jiangxi,930,5,1,0
2/18/2020,China,Jiangxi,933,3,1,0
2/19/2020,China,Jiangxi,934,1,1,0
2/20/2020,China,Jiangxi,934,0,1,0
2/21/2020,China,Jiangxi,934,0,1,0
2/22/2020,China,Jiangxi,934,0,1,0
2/23/2020,China,Jiangxi,934,0,1,0
2/24/2020,China,Jiangxi,934,0,1,0
2/25/2020,China,Jiangxi,934,0,1,0
2/26/2020,China,Jiangxi,934,0,1,0
2/27/2020,China,Jiangxi,934,0,1,0
2/28/2020,China,Jiangxi,935,1,1,0
2/29/2020,China,Jiangxi,935,0,1,0
3/1/2020,China,Jiangxi,935,0,1,0
3/2/2020,China,Jiangxi,935,0,1,0
3/3/2020,China,Jiangxi,935,0,1,0
3/4/2020,China,Jiangxi,935,0,1,0
3/5/2020,China,Jiangxi,935,0,1,0
3/6/2020,China,Jiangxi,935,0,1,0
3/7/2020,China,Jiangxi,935,0,1,0
3/8/2020,China,Jiangxi,935,0,1,0
3/9/2020,China,Jiangxi,935,0,1,0
3/10/2020,China,Jiangxi,935,0,1,0
3/11/2020,China,Jiangxi,935,0,1,0
3/12/2020,China,Jiangxi,935,0,1,0
3/13/2020,China,Jiangxi,935,0,1,0
3/14/2020,China,Jiangxi,935,0,1,0
3/15/2020,China,Jiangxi,935,0,1,0
3/16/2020,China,Jiangxi,935,0,1,0
3/17/2020,China,Jiangxi,935,0,1,0
3/18/2020,China,Jiangxi,935,0,1,0
3/19/2020,China,Jiangxi,935,0,1,0
3/20/2020,China,Jiangxi,935,0,1,0
3/21/2020,China,Jiangxi,935,0,1,0
3/22/2020,China,Jiangxi,936,1,1,0
3/23/2020,China,Jiangxi,936,0,1,0
3/24/2020,China,Jiangxi,936,0,1,0
3/25/2020,China,Jiangxi,936,0,1,0
3/26/2020,China,Jiangxi,936,0,1,0
1/22/2020,China,Jilin,0,0,0,0
1/23/2020,China,Jilin,1,1,0,0
1/24/2020,China,Jilin,3,2,0,0
1/25/2020,China,Jilin,4,1,0,0
1/26/2020,China,Jilin,4,0,0,0
1/27/2020,China,Jilin,6,2,0,0
1/28/2020,China,Jilin,8,2,0,0
1/29/2020,China,Jilin,9,1,0,0
1/30/2020,China,Jilin,14,5,0,0
1/31/2020,China,Jilin,14,0,0,0
2/1/2020,China,Jilin,17,3,0,0
2/2/2020,China,Jilin,23,6,0,0
2/3/2020,China,Jilin,31,8,0,0
2/4/2020,China,Jilin,42,11,0,0
2/5/2020,China,Jilin,54,12,0,0
2/6/2020,China,Jilin,59,5,0,0
2/7/2020,China,Jilin,65,6,1,1
2/8/2020,China,Jilin,69,4,1,0
2/9/2020,China,Jilin,78,9,1,0
2/10/2020,China,Jilin,80,2,1,0
2/11/2020,China,Jilin,81,1,1,0
2/12/2020,China,Jilin,83,2,1,0
2/13/2020,China,Jilin,84,1,1,0
2/14/2020,China,Jilin,86,2,1,0
2/15/2020,China,Jilin,88,2,1,0
2/16/2020,China,Jilin,89,1,1,0
2/17/2020,China,Jilin,89,0,1,0
2/18/2020,China,Jilin,89,0,1,0
2/19/2020,China,Jilin,90,1,1,0
2/20/2020,China,Jilin,91,1,1,0
2/21/2020,China,Jilin,91,0,1,0
2/22/2020,China,Jilin,91,0,1,0
2/23/2020,China,Jilin,91,0,1,0
2/24/2020,China,Jilin,93,2,1,0
2/25/2020,China,Jilin,93,0,1,0
2/26/2020,China,Jilin,93,0,1,0
2/27/2020,China,Jilin,93,0,1,0
2/28/2020,China,Jilin,93,0,1,0
2/29/2020,China,Jilin,93,0,1,0
3/1/2020,China,Jilin,93,0,1,0
3/2/2020,China,Jilin,93,0,1,0
3/3/2020,China,Jilin,93,0,1,0
3/4/2020,China,Jilin,93,0,1,0
3/5/2020,China,Jilin,93,0,1,0
3/6/2020,China,Jilin,93,0,1,0
3/7/2020,China,Jilin,93,0,1,0
3/8/2020,China,Jilin,93,0,1,0
3/9/2020,China,Jilin,93,0,1,0
3/10/2020,China,Jilin,93,0,1,0
3/11/2020,China,Jilin,93,0,1,0
3/12/2020,China,Jilin,93,0,1,0
3/13/2020,China,Jilin,93,0,1,0
3/14/2020,China,Jilin,93,0,1,0
3/15/2020,China,Jilin,93,0,1,0
3/16/2020,China,Jilin,93,0,1,0
3/17/2020,China,Jilin,93,0,1,0
3/18/2020,China,Jilin,93,0,1,0
3/19/2020,China,Jilin,93,0,1,0
3/20/2020,China,Jilin,93,0,1,0
3/21/2020,China,Jilin,93,0,1,0
3/22/2020,China,Jilin,93,0,1,0
3/23/2020,China,Jilin,93,0,1,0
3/24/2020,China,Jilin,93,0,1,0
3/25/2020,China,Jilin,94,1,1,0
3/26/2020,China,Jilin,95,1,1,0
1/22/2020,China,Liaoning,2,2,0,0
1/23/2020,China,Liaoning,3,1,0,0
1/24/2020,China,Liaoning,4,1,0,0
1/25/2020,China,Liaoning,17,13,0,0
1/26/2020,China,Liaoning,21,4,0,0
1/27/2020,China,Liaoning,27,6,0,0
1/28/2020,China,Liaoning,34,7,0,0
1/29/2020,China,Liaoning,39,5,0,0
1/30/2020,China,Liaoning,41,2,0,0
1/31/2020,China,Liaoning,48,7,0,0
2/1/2020,China,Liaoning,64,16,0,0
2/2/2020,China,Liaoning,70,6,0,0
2/3/2020,China,Liaoning,74,4,0,0
2/4/2020,China,Liaoning,81,7,0,0
2/5/2020,China,Liaoning,89,8,0,0
2/6/2020,China,Liaoning,94,5,0,0
2/7/2020,China,Liaoning,99,5,0,0
2/8/2020,China,Liaoning,105,6,0,0
2/9/2020,China,Liaoning,107,2,0,0
2/10/2020,China,Liaoning,108,1,0,0
2/11/2020,China,Liaoning,111,3,0,0
2/12/2020,China,Liaoning,116,5,1,1
2/13/2020,China,Liaoning,117,1,1,0
2/14/2020,China,Liaoning,119,2,1,0
2/15/2020,China,Liaoning,119,0,1,0
2/16/2020,China,Liaoning,121,2,1,0
2/17/2020,China,Liaoning,121,0,1,0
2/18/2020,China,Liaoning,121,0,1,0
2/19/2020,China,Liaoning,121,0,1,0
2/20/2020,China,Liaoning,121,0,1,0
2/21/2020,China,Liaoning,121,0,1,0
2/22/2020,China,Liaoning,121,0,1,0
2/23/2020,China,Liaoning,121,0,1,0
2/24/2020,China,Liaoning,121,0,1,0
2/25/2020,China,Liaoning,121,0,1,0
2/26/2020,China,Liaoning,121,0,1,0
2/27/2020,China,Liaoning,121,0,1,0
2/28/2020,China,Liaoning,121,0,1,0
2/29/2020,China,Liaoning,121,0,1,0
3/1/2020,China,Liaoning,122,1,1,0
3/2/2020,China,Liaoning,122,0,1,0
3/3/2020,China,Liaoning,125,3,1,0
3/4/2020,China,Liaoning,125,0,1,0
3/5/2020,China,Liaoning,125,0,1,0
3/6/2020,China,Liaoning,125,0,1,0
3/7/2020,China,Liaoning,125,0,1,0
3/8/2020,China,Liaoning,125,0,1,0
3/9/2020,China,Liaoning,125,0,1,0
3/10/2020,China,Liaoning,125,0,1,0
3/11/2020,China,Liaoning,125,0,1,0
3/12/2020,China,Liaoning,125,0,1,0
3/13/2020,China,Liaoning,125,0,1,0
3/14/2020,China,Liaoning,125,0,1,0
3/15/2020,China,Liaoning,125,0,1,0
3/16/2020,China,Liaoning,125,0,1,0
3/17/2020,China,Liaoning,125,0,1,0
3/18/2020,China,Liaoning,125,0,1,0
3/19/2020,China,Liaoning,125,0,1,0
3/20/2020,China,Liaoning,126,1,2,1
3/21/2020,China,Liaoning,126,0,2,0
3/22/2020,China,Liaoning,126,0,2,0
3/23/2020,China,Liaoning,127,1,2,0
3/24/2020,China,Liaoning,127,0,2,0
3/25/2020,China,Liaoning,127,0,2,0
3/26/2020,China,Liaoning,128,1,2,0
1/22/2020,China,Macau,1,1,0,0
1/23/2020,China,Macau,2,1,0,0
1/24/2020,China,Macau,2,0,0,0
1/25/2020,China,Macau,2,0,0,0
1/26/2020,China,Macau,5,3,0,0
1/27/2020,China,Macau,6,1,0,0
1/28/2020,China,Macau,7,1,0,0
1/29/2020,China,Macau,7,0,0,0
1/30/2020,China,Macau,7,0,0,0
1/31/2020,China,Macau,7,0,0,0
2/1/2020,China,Macau,7,0,0,0
2/2/2020,China,Macau,8,1,0,0
2/3/2020,China,Macau,8,0,0,0
2/4/2020,China,Macau,10,2,0,0
2/5/2020,China,Macau,10,0,0,0
2/6/2020,China,Macau,10,0,0,0
2/7/2020,China,Macau,10,0,0,0
2/8/2020,China,Macau,10,0,0,0
2/9/2020,China,Macau,10,0,0,0
2/10/2020,China,Macau,10,0,0,0
2/11/2020,China,Macau,10,0,0,0
2/12/2020,China,Macau,10,0,0,0
2/13/2020,China,Macau,10,0,0,0
2/14/2020,China,Macau,10,0,0,0
2/15/2020,China,Macau,10,0,0,0
2/16/2020,China,Macau,10,0,0,0
2/17/2020,China,Macau,10,0,0,0
2/18/2020,China,Macau,10,0,0,0
2/19/2020,China,Macau,10,0,0,0
2/20/2020,China,Macau,10,0,0,0
2/21/2020,China,Macau,10,0,0,0
2/22/2020,China,Macau,10,0,0,0
2/23/2020,China,Macau,10,0,0,0
2/24/2020,China,Macau,10,0,0,0
2/25/2020,China,Macau,10,0,0,0
2/26/2020,China,Macau,10,0,0,0
2/27/2020,China,Macau,10,0,0,0
2/28/2020,China,Macau,10,0,0,0
2/29/2020,China,Macau,10,0,0,0
3/1/2020,China,Macau,10,0,0,0
3/2/2020,China,Macau,10,0,0,0
3/3/2020,China,Macau,10,0,0,0
3/4/2020,China,Macau,10,0,0,0
3/5/2020,China,Macau,10,0,0,0
3/6/2020,China,Macau,10,0,0,0
3/7/2020,China,Macau,10,0,0,0
3/8/2020,China,Macau,10,0,0,0
3/9/2020,China,Macau,10,0,0,0
3/10/2020,China,Macau,10,0,0,0
3/11/2020,China,Macau,10,0,0,0
3/12/2020,China,Macau,10,0,0,0
3/13/2020,China,Macau,10,0,0,0
3/14/2020,China,Macau,10,0,0,0
3/15/2020,China,Macau,10,0,0,0
3/16/2020,China,Macau,11,1,0,0
3/17/2020,China,Macau,12,1,0,0
3/18/2020,China,Macau,15,3,0,0
3/19/2020,China,Macau,17,2,0,0
3/20/2020,China,Macau,17,0,0,0
3/21/2020,China,Macau,18,1,0,0
3/22/2020,China,Macau,20,2,0,0
3/23/2020,China,Macau,24,4,0,0
3/24/2020,China,Macau,25,1,0,0
3/25/2020,China,Macau,30,5,0,0
3/26/2020,China,Macau,31,1,0,0
1/22/2020,China,Ningxia,1,1,0,0
1/23/2020,China,Ningxia,1,0,0,0
1/24/2020,China,Ningxia,2,1,0,0
1/25/2020,China,Ningxia,3,1,0,0
1/26/2020,China,Ningxia,4,1,0,0
1/27/2020,China,Ningxia,7,3,0,0
1/28/2020,China,Ningxia,11,4,0,0
1/29/2020,China,Ningxia,12,1,0,0
1/30/2020,China,Ningxia,17,5,0,0
1/31/2020,China,Ningxia,21,4,0,0
2/1/2020,China,Ningxia,26,5,0,0
2/2/2020,China,Ningxia,28,2,0,0
2/3/2020,China,Ningxia,31,3,0,0
2/4/2020,China,Ningxia,34,3,0,0
2/5/2020,China,Ningxia,34,0,0,0
2/6/2020,China,Ningxia,40,6,0,0
2/7/2020,China,Ningxia,43,3,0,0
2/8/2020,China,Ningxia,45,2,0,0
2/9/2020,China,Ningxia,45,0,0,0
2/10/2020,China,Ningxia,49,4,0,0
2/11/2020,China,Ningxia,53,4,0,0
2/12/2020,China,Ningxia,58,5,0,0
2/13/2020,China,Ningxia,64,6,0,0
2/14/2020,China,Ningxia,67,3,0,0
2/15/2020,China,Ningxia,70,3,0,0
2/16/2020,China,Ningxia,70,0,0,0
2/17/2020,China,Ningxia,70,0,0,0
2/18/2020,China,Ningxia,70,0,0,0
2/19/2020,China,Ningxia,71,1,0,0
2/20/2020,China,Ningxia,71,0,0,0
2/21/2020,China,Ningxia,71,0,0,0
2/22/2020,China,Ningxia,71,0,0,0
2/23/2020,China,Ningxia,71,0,0,0
2/24/2020,China,Ningxia,71,0,0,0
